Date,DailyVolume,DailyReturn
15/3/2012,1320818700,0.002141867
16/3/2012,1537009700,-0.001670904
19/3/2012,1350633000,-0.009501922
20/3/2012,1707925200,-0.010752816
21/3/2012,1512320300,-0.001513262
22/3/2012,1173606200,0.002154216
23/3/2012,1571090500,-0.011135999
26/3/2012,1433061700,2.83E-06
27/3/2012,1531093100,0.018290839
28/3/2012,1502762300,-0.007672871
29/3/2012,1671524900,-0.013216363
30/3/2012,1905267600,-0.002610972
2/4/2012,1073392500,-0.001620986
3/4/2012,1371781700,0.013094109
5/4/2012,1406878200,-0.009522421
10/4/2012,1243823600,-0.011497099
11/4/2012,1291420000,-0.010589888
12/4/2012,1535836200,0.009267338
13/4/2012,2071051600,0.018385048
16/4/2012,5036283200,-0.004366855
17/4/2012,1489108300,-0.002344909
18/4/2012,1484985400,0.010622343
19/4/2012,1119693300,0.010311442
20/4/2012,1079271500,0.000744504
23/4/2012,1192054100,-0.018383542
24/4/2012,1280554500,0.002558598
25/4/2012,1060608800,-0.001493005
26/4/2012,1113077800,0.007915315
27/4/2012,1549824700,-0.003280282
30/4/2012,1353087200,0.017007573
2/5/2012,1550182600,0.010186166
3/5/2012,7112369600,-0.00279462
4/5/2012,1367404200,-0.007695667
7/5/2012,2201041600,-0.026052813
8/5/2012,1480445300,-0.002527208
9/5/2012,1797879400,-0.007523127
10/5/2012,1720960400,-0.005084017
11/5/2012,1624694700,-0.012984862
14/5/2012,1730108400,-0.011499927
15/5/2012,1867690000,0.008070493
16/5/2012,2066051600,-0.031892559
17/5/2012,1789919600,-0.003058199
18/5/2012,2373232400,-0.012972293
21/5/2012,1236217100,-0.001558122
22/5/2012,1470101600,0.006174194
23/5/2012,1478242900,-0.013286356
24/5/2012,1400663200,-0.006376443
25/5/2012,1576541900,0.002518416
28/5/2012,1267920400,0.00468007
29/5/2012,1512895300,0.013534963
30/5/2012,1934253000,-0.019167221
31/5/2012,4197772800,-0.00324775
1/6/2012,1859948800,-0.003820801
4/6/2012,1607428300,-0.02008531
5/6/2012,1373497300,0.004038332
